;locality;stateProvince;occurrenceStatus;individualCount;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;elevation;eventDate;year;basisOfRecord;institutionCode;collectionCode;issue
6417;Cueva del Condor;Antioquia;PRESENT;10;5.928789;-74.83953;NA;NA;03/12/2014;2014;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6418;Camino Montezuma--Los Cajones;Risaralda;PRESENT;1;5.247701;-76.10525;NA;NA;15/06/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6419;Rio Claro Nature Reserve;Antioquia;PRESENT;10;5.905162;-74.85767;NA;NA;26/10/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6420;Cueva del Condor;Antioquia;PRESENT;50;5.928789;-74.83953;NA;NA;22/01/2010;2010;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6421;Cueva del Condor;Antioquia;PRESENT;6;5.928789;-74.83953;NA;NA;02/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6422;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;24/05/2015;2015;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6423;RN Cañon del Río Claro;Antioquia;PRESENT;3;5.89226;-74.855286;NA;NA;04/08/2013;2013;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6424;Páramo de Las Moyas;Distrito Capital de Bogotá;PRESENT;1;4.653022;-74.029434;NA;NA;15/09/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6425;Cueva del Condor;Antioquia;PRESENT;20;5.928789;-74.83953;NA;NA;01/02/2015;2015;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6426;Otun-Quimbaya;Risaralda;PRESENT;1;4.728299;-75.57803;NA;NA;10/12/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6427;Montaña Pedro Elías (750m), vda Flóres Blancas, Simacota Bajo;Santander;PRESENT;4;6.527834;-73.5958;NA;NA;21/02/2007;2007;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6428;Caverna de Milpes;Caquetá;PRESENT;6;1.639293;-75.50115;NA;NA;29/10/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6429;Reserva Rio Claro;Antioquia;PRESENT;50;5.833;-74.867;NA;NA;12/10/2013;2013;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6430;RN Cañon del Río Claro;Antioquia;PRESENT;50;5.89226;-74.855286;NA;NA;31/12/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6431;Parque de Caldas, Manizales, Caldas;Caldas;PRESENT;1;5.067743;-75.51263;NA;NA;25/11/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6432;Cueva del Condor;Antioquia;PRESENT;25;5.928789;-74.83953;NA;NA;11/11/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6433;Caverna de Milpes;Caquetá;PRESENT;6;1.639293;-75.50115;NA;NA;29/10/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6434;Caverna de Milpes;Caquetá;PRESENT;6;1.639293;-75.50115;NA;NA;29/10/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6435;RN El Danubio;Valle del Cauca;PRESENT;1;3.408498;-76.64959;NA;NA;07/06/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6436;Rio Claro RN;Antioquia;PRESENT;50;5.89438;-74.85725;NA;NA;21/10/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6437;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;16/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6438;RN Cañón del Río Claro;Antioquia;PRESENT;20;5.89407;-74.85938;NA;NA;27/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6439;RN Cañón del Río Claro;Antioquia;PRESENT;NA;5.89407;-74.85938;NA;NA;27/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6440;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;22/06/2014;2014;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6441;Trail to Cueva del Condor;Antioquia;PRESENT;5;5.923472;-74.838875;NA;NA;02/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6442;Cañón del Río Guejar;Meta;PRESENT;5;3.366744;-74.029655;NA;NA;23/08/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6443;Rio Claro -;Antioquia;PRESENT;10;5.916581;-74.816895;NA;NA;25/04/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6444;Cueva del Condor;Antioquia;PRESENT;30;5.928789;-74.83953;NA;NA;11/02/2008;2008;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6445;Cueva del Condor;Antioquia;PRESENT;NA;5.928789;-74.83953;NA;NA;07/02/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6446;Cañon del Rio Claro ;Antioquia;PRESENT;NA;5.865472;-74.86919;NA;NA;17/11/2007;2007;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6447;Cañon del Rio Claro ;Antioquia;PRESENT;NA;5.865472;-74.86919;NA;NA;16/11/2007;2007;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6448;Cueva del Condor;Antioquia;PRESENT;25;5.928789;-74.83953;NA;NA;27/07/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6449;Gruta del Cóndor (Las Delicias);Antioquia;PRESENT;2;5.926762;-74.839;NA;NA;24/07/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6450;RN Cañon del Río Claro;Antioquia;PRESENT;3;5.89226;-74.855286;NA;NA;29/07/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6451;RN Cañon del Río Claro;Antioquia;PRESENT;3;5.89226;-74.855286;NA;NA;29/07/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6452;Reserva Natural La Isla Escondida;Putumayo;PRESENT;1;0.654194;-77.07381;NA;NA;25/07/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6453;Cueva del Condor;Antioquia;PRESENT;NA;5.928789;-74.83953;NA;NA;07/02/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6454;RN Cañon del Río Claro;Antioquia;PRESENT;20;5.89226;-74.855286;NA;NA;07/08/2011;2011;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6455;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;11/07/2003;2003;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6456;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;21/07/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6457;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;24/06/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6458;Cañon de Los Guácharos;Caquetá;PRESENT;10;1.554622;-75.50061;NA;NA;31/08/2015;2015;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6459;vereda El Hoyo, Mogotes;Santander;PRESENT;350;6.482223;-73.03054;NA;NA;10/08/2004;2004;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6460;Charca de Guarinocito, La Dorada -Caldas;Caldas;PRESENT;NA;5.336575;-74.732666;NA;NA;04/09/2012;2012;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6461;Cueva del Condor;Antioquia;PRESENT;50;5.928789;-74.83953;NA;NA;03/04/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6462;Vda. El Naranjal, Argelia;Cauca;PRESENT;NA;2.332405;-77.35418;NA;NA;22/07/2006;2006;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6463;Vda. El Naranjal, Argelia;Cauca;PRESENT;NA;2.332405;-77.35418;NA;NA;22/07/2006;2006;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6464;SFF Otún Quimbaya;Risaralda;PRESENT;1;4.725251;-75.57052;NA;NA;07/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6465;Cueva del Condor;Antioquia;PRESENT;24;5.928789;-74.83953;NA;NA;02/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6466;CO-Boyacá-Santa María-Las Juntas-Santa María - 4.889x-73.274;Boyacá;PRESENT;NA;4.888924;-73.27375;NA;NA;21/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6467;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;24/02/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6468;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;24/02/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6469;RN Cañon del Río Claro;Antioquia;PRESENT;1;5.89226;-74.855286;NA;NA;24/02/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6470;RN Cañon del Río Claro;Antioquia;PRESENT;NA;5.89226;-74.855286;NA;NA;24/02/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6471;SFF Otún Quimbaya;Risaralda;PRESENT;1;4.725251;-75.57052;NA;NA;07/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
6472;Bosque de San Antonio (Cerro de la Horqueta);Valle del Cauca;PRESENT;1;3.489853;-76.6269;NA;NA;13/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6473;Bosque de San Antonio (Cerro de la Horqueta);Valle del Cauca;PRESENT;1;3.489853;-76.6269;NA;NA;13/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;COORDINATE_ROUNDED
6474;Bosque de San Antonio (3.4863x-76.6259);Valle del Cauca;PRESENT;1;3.486308;-76.62591;NA;NA;13/03/2016;2016;HUMAN_OBSERVATION;CLO;EBIRD;CONTINENT_DERIVED_FROM_COORDINATES
