"","...1","decimalLatitude","decimalLongitude","bio_01","bio_02","bio_04","bio_12","bio_15","bio_18"
"148",439,4.187473,-74.50025,23.4500007629395,5.80000019073486,40,1590.5,59.5,504.799987792969
"149",440,5.068065,-75.51136,16.0499992370605,8.19999980926514,24.2999992370605,2804.69995117188,35.7000007629395,895.5
"150",441,1.920964,-76.42135,16.75,7,67.0999984741211,1405.80004882812,22.7999992370605,402.200012207031
"151",447,3.535986,-76.61609,16.0499992370605,6.5,24,1526.59997558594,31.7000007629395,434.600006103516
"152",449,4.292038,-73.57043,24.0499992370605,7.80000019073486,64.3000030517578,5082.60009765625,47,504.399993896484
"153",453,4.72852,-75.57794,17.25,7,21.3999996185303,3138.80004882812,32.5999984741211,959.099975585938
"154",473,1.615856,-76.10245,15.0500001907349,8.19999980926514,64.4000015258789,4738.89990234375,22.5,1239.19995117188
"155",474,4.858943,-73.26577,22.6499996185303,7.59999990463257,70.3000030517578,4255.7998046875,53.7000007629395,366.100006103516
"156",476,3.454752,-76.664406,15.9499998092651,6.30000019073486,23.8999996185303,2156.5,31.2999992370605,672.099975585938
"157",495,5.658897,-74.00822,23.75,8.30000019073486,32,2261.30004882812,36.0999984741211,707.900024414062
"158",505,3.944742,-76.492004,17.1499996185303,5.80000019073486,21.8999996185303,3263.80004882812,21.8999996185303,937.5
"159",520,4.687313,-74.13619,14.4499998092651,8.30000019073486,25.7999992370605,989.200012207031,37.9000015258789,149.300003051758
"160",544,5.586597,-75.79986,15.8500003814697,8.19999980926514,21,2886.19995117188,27,667.900024414062
"161",567,1.407439,-76.49872,19.5499992370605,7.59999990463257,70.9000015258789,3965.39990234375,20.2999992370605,823.599975585938
"162",574,6.046717,-74.80934,25.9500007629395,8.60000038146973,53,3640.39990234375,34.7999992370605,811.200012207031
"163",586,5.019122,-73.99983,14.25,9.30000019073486,31.7999992370605,1342,35,375.600006103516
"164",590,4.426984,-75.18322,22.75,7.40000009536743,33.5999984741211,2067.30004882812,33.2999992370605,564.799987792969
"165",594,5.833,-74.867,25.8500003814697,8.80000019073486,60.7999992370605,3061,37.2999992370605,549.900024414062
"166",599,1.701924,-76.62037,16.1499996185303,7.40000009536743,61.0999984741211,1963.5,17.8999996185303,564.900024414062
"167",614,5.567856,-75.818058,14.75,8,20.6000003814697,2716.80004882812,26.2999992370605,636.900024414062
"168",621,4.712133,-74.213361,14.5500001907349,7.80000019073486,51.5999984741211,1251,36.9000015258789,179.899993896484
"169",622,3.868893,-73.663597,24.9500007629395,8.5,79.3000030517578,5131.7998046875,53.5999984741211,420
"170",623,3.009013,-76.486305,22.25,7.80000019073486,22.5,1997.59997558594,40.2999992370605,548.299987792969
"171",626,5.420681,-75.702542,17.5499992370605,8.39999961853027,20.8999996185303,3355.19995117188,27.2999992370605,787.200012207031
"172",630,5.881871,-74.852007,25.9500007629395,8.69999980926514,58.0999984741211,3188.60009765625,37.0999984741211,595
"173",632,2.948039,-75.305344,27.75,8.69999980926514,61.2999992370605,1420.5,50.0999984741211,132
"174",633,3.65,-75.45,26.75,8.39999961853027,74.5,2199.19995117188,43.7000007629395,265.700012207031
"175",634,3.25,-76.583333,22.5499992370605,7.5,24.1000003814697,1768.80004882812,44.7999992370605,487.5
"176",639,3.788638,-67.815128,25.4500007629395,6.69999980926514,53.4000015258789,3336.5,51.5,356.899993896484
"177",640,-1.207243,-72.941445,24.8500003814697,7,54.5999984741211,3321,19.7999992370605,700.700012207031
"178",641,4.579653,-74.29698,15.5500001907349,7.19999980926514,56,1505.90002441406,29.6000003814697,267.899993896484
"179",646,5.062975,-75.502769,16.1499996185303,8.19999980926514,25.3999996185303,2748.30004882812,37,882.900024414062
"180",648,5.608492,-74.944983,24.5499992370605,9.30000019073486,66.9000015258789,3036,36,616
"181",649,5.021725,-75.396208,12.8500003814697,8.30000019073486,22.5,2999.30004882812,36,966.900024414062
