gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue;;;;;
2650654767;4dd6694a-2b15-464e-ae46-3cfb683e821e;PUJ:MPUJ_MAMM:1810;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;Cueva Macaregua; vereda Las Vueltas;Santander;PRESENT;;0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2;6.660056;-73.108972;;;1300;0;;;18/08/2013;18;8;2013;2432753;2432753;PRESERVED_SPECIMEN;Pontificia Universidad Javeriana (PUJ);MPUJ-MAMM;MPUJ:1810;;;;CC_BY_NC_4_0;;Pérez-Torres Jairo;;;2025-11-05T04:08:36.818Z;;COORDINATE_ROUNDED;;
2650654766;4dd6694a-2b15-464e-ae46-3cfb683e821e;PUJ:MPUJ_MAMM:1811;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;Cueva Macaregua; vereda Las Vueltas;Santander;PRESENT;;0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2;6.660056;-73.108972;;;1300;0;;;18/08/2013;18;8;2013;2432753;2432753;PRESERVED_SPECIMEN;Pontificia Universidad Javeriana (PUJ);MPUJ-MAMM;MPUJ:1811;;;;CC_BY_NC_4_0;;Pérez-Torres Jairo;;;2025-11-05T04:08:36.816Z;;COORDINATE_ROUNDED;;
207903091;9666593a-f762-11e1-a439-00145eb45e9a;;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;continentis;SUBSPECIES;Natalus tumidirostris continentis (Thomas; 1911);Natalus tumidirostris subsp. continentis Thomas 1911;;CO;;;PRESENT;;c76cf030-2a95-11da-9cc1-b8a03c50a862;;;;;;;;;;;;;4265597;2432753;PRESERVED_SPECIMEN;SMF;Collection Mammalia;28241;;;;CC_BY_4_0;;;;;2025-11-15T22:37:03.299Z;;RECORDED_DATE_INVALID;;;;
207903090;9666593a-f762-11e1-a439-00145eb45e9a;;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;continentis;SUBSPECIES;Natalus tumidirostris continentis (Thomas; 1911);Natalus tumidirostris subsp. continentis Thomas 1911;;CO;;;PRESENT;;c76cf030-2a95-11da-9cc1-b8a03c50a862;;;;;;;;;;;;;4265597;2432753;PRESERVED_SPECIMEN;SMF;Collection Mammalia;28240;;;;CC_BY_4_0;;;;;2025-11-15T22:37:03.299Z;;RECORDED_DATE_INVALID;;;;
1322919996;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3fcf62880-6cd4-487d-86c3-6e5a500d22dd;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445860;7393;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:09:41.997Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322776149;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3f696910d-002a-489a-ab0b-d00decf9db1f;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445888;7607;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T15:53:46.757Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322758561;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3f5ce2283-c100-49ed-b3a2-c868a0fbb146;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445870;7475;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:19:35.254Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322712383;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3f3c0b310-edc4-4c2e-a003-ad780417b72b;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445858;7389;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:16:40.696Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322674270;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3f21113b8-af52-46ba-95ea-d364d81380fb;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445880;7599;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:16:15.814Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322643689;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3f0b48c3c-fc72-474a-be55-35aedc382c07;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Maracegua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;22/10/1966;22;10;1966;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 433370;6513;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:18:15.167Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322530128;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3ebad77c7-63a2-4e35-8da9-a5bed64544d1;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Cartagena;Bolivar;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;;;;;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 433369;6180;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:01:00.867Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;;
1322519141;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3eb303c75-2c38-456d-b692-e6ae7d3a3d5c;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445867;7449;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:16:14.136Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322481019;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3e9809046-8c95-45d5-a888-2b507fd71d19;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;1967-10;;10;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445923;9539;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T15:54:24.792Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322473436;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3e92a6b5a-cec8-4ac6-b90b-940f1a5bc976;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445865;7418;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:13:31.030Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322379617;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3e506620f-7822-4050-8b8f-85efe1fbf69b;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;1967-10;;10;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445914;9530;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:14:25.795Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322069178;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3d74f5b64-6d29-4224-933a-aba2ee7bf1c0;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445853;7380;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:17:02.838Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322037829;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3d5ed737c-b1ee-4fe9-a9dd-2ff44337edd1;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;1967-10;;10;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445911;9527;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:22:44.279Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1322013081;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3d4d38c00-85fc-460f-8cea-e497dd1a5095;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/05/1967;18;5;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445900;7771;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:17:28.219Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321998883;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3d4334cd4-5bd8-475a-8cc2-f018e8890a2f;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445877;7596;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:18:39.722Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321995055;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3d4086398-2868-4dc4-88f0-532bbff34335;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445881;7600;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:24:56.013Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321910690;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3d044be5d-995e-41dc-ae00-fc6eab11d051;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445855;7384;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:19:20.400Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321884437;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3cf1c8b90-fa45-41f4-b594-91f1bf88e654;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445863;7396;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:11:14.863Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321676846;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3c5e0b709-4502-465e-a646-3afd0b179e04;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;1967-10;;10;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445922;9538;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:04:39.785Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321662423;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3c53a0ff0-0b4f-4628-af43-1fbaa6a6eec4;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445889;7608;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:15:17.656Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321623010;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3c37c2aef-7ed7-425d-b4ed-cc21216169c6;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445857;7387;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:15:29.283Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321568994;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3c11a1aa3-a9c5-4785-ae1c-dc75af43b264;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445859;7392;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:13:03.222Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321567603;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3c10a62c6-0bb0-4ee9-97a1-6097ccd299c7;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445850;7377;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:22:58.425Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321470431;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3bcba56b5-287e-45bf-9d79-e0da7c036ca0;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445883;7602;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:21:12.292Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321448571;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3bbc4baa2-ca47-4b05-b5a3-8fdbccc6710b;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;1967-10;;10;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445928;9544;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:12:38.071Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321444887;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3bb9b06b7-3481-4eed-bf54-434779dd92a1;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445875;7594;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T15:53:35.499Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321294104;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3b4f3d7d7-f516-47c3-bf52-bbf0b9756719;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445890;7610;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:09:36.220Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321169863;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3af742161-8f00-426f-9f91-ecd1efbd0c51;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445882;7601;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T15:56:29.622Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321109109;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3acc726a7-5844-4153-8410-176f70060207;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445892;7612;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:00:52.542Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321038646;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3a9a899d8-df06-4ee6-9c7b-a2d302ba7ddb;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445854;7382;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:04:56.053Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1321025820;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3a91a860d-3e55-48bb-838a-0befaa9bfd17;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;1967-10;;10;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445926;9542;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:02:30.994Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1320919220;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3a466b15f-1f5c-47ea-9b88-3f86425725d9;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445849;7376;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:01:01.168Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1320913766;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3a429c6d0-945b-45be-bb94-24a6409a644b;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/05/1967;18;5;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445894;7765;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T15:59:05.737Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
1320899580;821cc27a-e3bb-4bc5-ac34-89ada245069d;http://n2t.net/ark:/65665/3a387a252-d310-4d94-9dfa-c423bc5452da;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;;CO;Macaregua; (San-Gil);Santander;PRESENT;1;bc092ff0-02e4-11dc-991f-b8a03c50a862;;;;;;;;;18/04/1967;18;4;1967;2432753;2432753;PRESERVED_SPECIMEN;USNM;MAMM;USNM 445878;7597;;;CC0_1_0;;C. Marinkelle;;;2025-11-04T16:16:12.544Z;StillImage;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;;;
