gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue;;;;;
2871448366;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:549;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;10/05/1975;10;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M549;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.354Z;;INSTITUTION_MATCH_FUZZY;;;
2871448365;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:555;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M555;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.353Z;;INSTITUTION_MATCH_FUZZY;;;
2871448364;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:556;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M556;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.352Z;;INSTITUTION_MATCH_FUZZY;;;
2871448363;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:553;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M553;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.353Z;;INSTITUTION_MATCH_FUZZY;;;
2871448362;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:558;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M558;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.352Z;;INSTITUTION_MATCH_FUZZY;;;
2871448361;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:552;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M552;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.353Z;;INSTITUTION_MATCH_FUZZY;;;
2871448359;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:557;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M557;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.352Z;;INSTITUTION_MATCH_FUZZY;;;
2871448358;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:566;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M566;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.340Z;;INSTITUTION_MATCH_FUZZY;;;
2871448354;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:560;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M560;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.336Z;;INSTITUTION_MATCH_FUZZY;;;
2871448348;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:550;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M550;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.347Z;;INSTITUTION_MATCH_FUZZY;;;
2871448346;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:551;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M551;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.347Z;;INSTITUTION_MATCH_FUZZY;;;
2871448344;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:564;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M564;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.339Z;;INSTITUTION_MATCH_FUZZY;;;
2871448338;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:565;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M565;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.339Z;;INSTITUTION_MATCH_FUZZY;;;
2871448336;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:563;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M563;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.338Z;;INSTITUTION_MATCH_FUZZY;;;
2871448334;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:569;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M569;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.338Z;;INSTITUTION_MATCH_FUZZY;;;
2871448333;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:568;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M568;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.338Z;;INSTITUTION_MATCH_FUZZY;;;
2871448332;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:567;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M567;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.352Z;;INSTITUTION_MATCH_FUZZY;;;
2871448330;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:562;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;29/06/1975;29;6;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M562;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.337Z;;INSTITUTION_MATCH_FUZZY;;;
2871448328;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:561;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;15/04/1975;15;4;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M561;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.335Z;;INSTITUTION_MATCH_FUZZY;;;
2871448326;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:498;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;27/07/1975;27;7;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M498;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.336Z;;INSTITUTION_MATCH_FUZZY;;;
2871448323;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:499;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;27/07/1975;27;7;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M499;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.336Z;;INSTITUTION_MATCH_FUZZY;;;
2871448322;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:492;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M492;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.337Z;;INSTITUTION_MATCH_FUZZY;;;
2871448320;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:497;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;27/07/1975;27;7;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M497;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.335Z;;INSTITUTION_MATCH_FUZZY;;;
2871448319;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:494;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M494;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.335Z;;INSTITUTION_MATCH_FUZZY;;;
2871448317;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:490;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M490;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.337Z;;INSTITUTION_MATCH_FUZZY;;;
2871448316;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:491;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M491;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.331Z;;INSTITUTION_MATCH_FUZZY;;;
2871448315;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:496;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;27/07/1975;27;7;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M496;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.331Z;;INSTITUTION_MATCH_FUZZY;;;
2871448314;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:495;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M495;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.336Z;;INSTITUTION_MATCH_FUZZY;;;
2871448312;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:493;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M493;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.330Z;;INSTITUTION_MATCH_FUZZY;;;
2871448300;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:478;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M478;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.327Z;;INSTITUTION_MATCH_FUZZY;;;
2871448297;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:476;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M476;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.345Z;;INSTITUTION_MATCH_FUZZY;;;
2871448290;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:475;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M475;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.327Z;;INSTITUTION_MATCH_FUZZY;;;
2871448289;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:473;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M473;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.326Z;;INSTITUTION_MATCH_FUZZY;;;
2871448287;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:477;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M477;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.327Z;;INSTITUTION_MATCH_FUZZY;;;
2871448285;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:479;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M479;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.338Z;;INSTITUTION_MATCH_FUZZY;;;
2871448280;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:470;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M470;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.327Z;;INSTITUTION_MATCH_FUZZY;;;
2871448279;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:474;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M474;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.326Z;;INSTITUTION_MATCH_FUZZY;;;
2871448278;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:487;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M487;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.325Z;;INSTITUTION_MATCH_FUZZY;;;
2871448276;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:488;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M488;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.325Z;;INSTITUTION_MATCH_FUZZY;;;
2871448275;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:471;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M471;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.326Z;;INSTITUTION_MATCH_FUZZY;;;
2871448273;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:483;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M483;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.324Z;;INSTITUTION_MATCH_FUZZY;;;
2871448272;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:472;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;06/01/1976;6;1;1976;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M472;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.326Z;;INSTITUTION_MATCH_FUZZY;;;
2871448269;4cb6c022-7654-4901-bb3d-e7028a26b1ac;UNIANDES:ANDES-M:489;Animalia;Chordata;Mammalia;Chiroptera;Natalidae;Natalus;Natalus tumidirostris;;SPECIES;Natalus tumidirostris Miller;1900;Natalus tumidirostris;Miller;1900;CO;;Santander;PRESENT;1;77c64839-4c99-4a40-beb3-cd16afc23540;;;;;;;;;25/05/1975;25;5;1975;2432753;2432753;PRESERVED_SPECIMEN;Universidad de los Andes (UniAndes);ANDES-M;ANDES-M489;;;;CC_BY_NC_4_0;;;;;2025-11-08T00:03:50.326Z;;INSTITUTION_MATCH_FUZZY;;;
