gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4397735402	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1725598392	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva De Los Guácharos (4.868, -72.998)	Casanare	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	4.867578	-72.99751							2022-05-14	14	5	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1725598392				CC_BY_4_0		obsr3138376			2025-11-05T07:44:29.403Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4396548069	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1595458441	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	200	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-12-27	27	12	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1595458441				CC_BY_4_0		obsr1456802			2025-11-05T07:38:18.866Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4395987572	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1516868152	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	PNN Cueva de los Guácharos	Huila	PRESENT	27	e2e717bf-551a-4917-bdc9-4fa0f342c530	1.60986	-76.109055							2022-09-10	10	9	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1516868152				CC_BY_4_0		obsr1224371			2025-11-05T07:40:15.865Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4395665105	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1584991952	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	50	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-11-21	21	11	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1584991952				CC_BY_4_0		obsr825802			2025-11-05T07:41:07.847Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4395128654	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1597302498	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	200	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-12-18	18	12	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1597302498				CC_BY_4_0		obsr1079026			2025-11-05T07:43:08.422Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4394652869	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1754564812	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2019-08-06	6	8	2019	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1754564812				CC_BY_4_0		obsr3175202			2025-11-05T07:38:59.103Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4394449637	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1392357517	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	60	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-04-13	13	4	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1392357517				CC_BY_4_0		obsr1677152			2025-11-05T07:40:09.746Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4390624979	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1498751671	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cali - Dagua, Valle del Cauca, CO (3.518, -76.62)	Valle del Cauca	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	3.51778	-76.62012							2022-08-15	15	8	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1498751671				CC_BY_4_0		obsr345168			2025-11-05T07:41:10.457Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4389226045	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1682433841	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	50	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-08-02	2	8	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1682433841				CC_BY_4_0		obsr3486233			2025-11-05T07:41:24.357Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4388905637	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1557136075	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva del Condor	Antioquia	PRESENT	34	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.928789	-74.83953							2022-11-07	7	11	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1557136075				CC_BY_4_0		obsr935681			2025-11-05T07:44:06.554Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4388681812	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1571785298	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Antioquia, CO (5,893, -74,856)	Antioquia	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	5.893499	-74.856155							2022-11-14	14	11	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1571785298				CC_BY_4_0		obsr845842			2025-11-05T07:42:41.697Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4388474644	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1382373965	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	40	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2020-02-26	26	2	2020	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1382373965				CC_BY_4_0		obsr2751352			2025-11-05T07:41:11.237Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4388290595	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1577931190	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva del Condor	Antioquia	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.928789	-74.83953							2010-12-09	9	12	2010	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1577931190				CC_BY_4_0		obsr402493			2025-11-05T07:40:19.385Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4387409968	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1480040078	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	150	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-07-14	14	7	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1480040078				CC_BY_4_0		obsr292683			2025-11-05T07:39:16.117Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4387146399	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1498411296	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Via  Dapa Km18	Valle del Cauca	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	3.549819	-76.60318							2022-08-14	14	8	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1498411296				CC_BY_4_0		obsr1075970			2025-11-05T07:42:54.740Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4384586187	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1402885087	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva de los guacharos	Huila	PRESENT	23	e2e717bf-551a-4917-bdc9-4fa0f342c530	1.615351	-76.10217							2018-11-03	3	11	2018	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1402885087				CC_BY_4_0		obsr671335			2025-11-05T07:41:11.525Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4381121993	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1557197752	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva del Condor	Antioquia	PRESENT	25	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.928789	-74.83953							2022-11-07	7	11	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1557197752				CC_BY_4_0		obsr121378			2025-11-05T07:41:33.955Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4380825102	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1519849604	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	PNN Cueva de los Guácharos	Huila	PRESENT	27	e2e717bf-551a-4917-bdc9-4fa0f342c530	1.60986	-76.109055							2022-09-10	10	9	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1519849604				CC_BY_4_0		obsr1403320			2025-11-05T07:39:22.888Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4380024929	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1442438288	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva del Condor	Antioquia	PRESENT	30	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.928789	-74.83953							2011-10-10	10	10	2011	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1442438288				CC_BY_4_0		obsr923646			2025-11-05T07:39:43.268Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4378624872	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1572671359	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	33	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-11-30	30	11	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1572671359				CC_BY_4_0		obsr306217			2025-11-05T07:41:18.601Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4378341063	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1475680692	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Vía sin nombre, Antioquia, CO (5,936, -74,866)	Antioquia	PRESENT	300	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.935531	-74.86576							2022-04-01	1	4	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1475680692				CC_BY_4_0		obsr2866885			2025-11-05T07:38:53.863Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4378272977	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1483104856	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2005-09-27	27	9	2005	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1483104856				CC_BY_4_0		obsr434167			2025-11-05T07:39:10.154Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4378091422	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1561419190	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	30	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-11-13	13	11	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1561419190				CC_BY_4_0		obsr788631			2025-11-05T07:42:05.796Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4377945391	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1389306008	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	250	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-04-02	2	4	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1389306008				CC_BY_4_0		obsr2659182			2025-11-05T07:42:51.371Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4375588750	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1578220540	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Trucheras 1 Jardin, Antioquia EHG, CO (5,585, -75,798)	Antioquia	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.585194	-75.79823							2022-12-09	9	12	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1578220540				CC_BY_4_0		obsr524439			2025-11-05T07:39:04.005Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4375384812	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1585667005	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	50	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-12-15	15	12	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1585667005				CC_BY_4_0		obsr1470073			2025-11-05T07:40:09.764Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4373605012	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1652464790	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	200	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2010-07-21	21	7	2010	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1652464790				CC_BY_4_0		obsr205067			2025-11-05T07:44:35.701Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4371541099	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1615929607	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	200	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-12-18	18	12	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1615929607				CC_BY_4_0		obsr649544			2025-11-05T07:40:41.319Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4371205239	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1538706148	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	PNN Cueva de los Guácharos	Huila	PRESENT	25	e2e717bf-551a-4917-bdc9-4fa0f342c530	1.60986	-76.109055							2022-10-08	8	10	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1538706148				CC_BY_4_0		obsr1371021			2025-11-05T07:39:11.236Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4371016512	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1648889899	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-03-27	27	3	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1648889899				CC_BY_4_0		obsr1799025			2025-11-05T07:43:43.841Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4370607558	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1489483462	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva del Condor	Antioquia	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.928789	-74.83953							2022-07-30	30	7	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1489483462				CC_BY_4_0		obsr746668			2025-11-05T07:43:10.336Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4369837178	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1500762720	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	100	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-08-18	18	8	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1500762720				CC_BY_4_0		obsr1008815			2025-11-05T07:38:48.885Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4367880603	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1364113765	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Experiencia Viva - Cueva la Gruta , La Danta, Sonson, Antioquia, CO (5,834, -74,834)	Antioquia	PRESENT	70	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.834214	-74.83448							2022-03-10	10	3	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1364113765				CC_BY_4_0		obsr3007993			2025-11-05T07:44:32.917Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4366875795	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1355002698	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	50	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-02-28	28	2	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1355002698				CC_BY_4_0		obsr835486			2025-11-05T07:38:06.383Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4366875684	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1354951911	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	64	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-02-08	8	2	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1354951911				CC_BY_4_0		obsr1652042			2025-11-05T07:39:58.957Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4366656026	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1433461660	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	Cueva De Los Guácharos (4.868, -72.998)	Casanare	PRESENT	10	e2e717bf-551a-4917-bdc9-4fa0f342c530	4.867578	-72.99751							2022-05-14	14	5	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1433461660				CC_BY_4_0		obsr3122970			2025-11-05T07:39:49.017Z		CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4365840349	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1382374211	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2020-02-23	23	2	2020	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1382374211				CC_BY_4_0		obsr2751352			2025-11-05T07:40:19.361Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
4365785856	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1559788587	Animalia	Chordata	Aves	Steatornithiformes	Steatornithidae	Steatornis	Steatornis caripensis		SPECIES	Steatornis caripensis von Humboldt, 1817	Steatornis caripensis		CO	RN Cañon del Río Claro	Antioquia	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	5.89226	-74.855286							2022-11-09	9	11	2022	2497150	2497150	HUMAN_OBSERVATION	CLO	EBIRD	OBS1559788587				CC_BY_4_0		obsr652043			2025-11-05T07:42:10.805Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_CONCEPT_ID_NOT_FOUND
